id,name,country,category,followers,engagement_rate,fit_score,commission_rate,cost,avg_views,avg_likes,gender_ratio,age_group
559,KOL_559,ID,fmcg,6450,0.2775,0.869,0.2569,274.13,1818,504,0.61,18-24
560,KOL_560,VN,beauty,24212,0.0603,0.4529,0.2713,200.69,7113,428,0.1,18-24
561,KOL_561,VN,beauty,5105,0.2186,0.6484,0.3433,265.67,1616,353,0.39,18-24
562,KOL_562,PH,fmcg,61292,0.1037,0.9579,0.2236,312.21,21284,2207,0.78,18-24
563,KOL_563,MY,home,10433,0.087,0.8459,0.2133,305.08,3228,280,0.4,35+
564,KOL_564,MY,fmcg,3714027,0.0257,0.9726,0.126,2191.44,1080528,27769,0.65,18-24
565,KOL_565,MY,home,60353,0.1059,0.5731,0.2287,714.46,20271,2146,0.44,18-24
566,KOL_566,PH,beauty,4163,0.1207,0.4669,0.3293,138.86,1369,165,0.31,35+
567,KOL_567,MY,home,4404845,0.0539,0.3259,0.1288,1849.46,1123658,60565,0.41,18-24
568,KOL_568,SG,fashion,799732,0.0754,0.9091,0.1941,8887.56,230470,17377,0.92,18-24
569,KOL_569,MY,fashion,74080,0.111,0.9426,0.2501,2046.52,19589,2174,0.01,35+
570,KOL_570,SG,beauty,6035,0.2322,0.7279,0.3318,2037.31,1617,375,0.11,35+
571,KOL_571,VN,fmcg,331288,0.0313,0.5361,0.1524,157.81,91822,2874,0.32,18-24
572,KOL_572,PH,fashion,721895,0.0366,0.4917,0.1896,594.96,202101,7396,0.44,35+
573,KOL_573,ID,beauty,2637,0.2685,0.5633,0.338,271.0,701,188,0.01,18-24
574,KOL_574,PH,fashion,841072,0.0844,0.5914,0.1406,793.06,294131,24824,0.27,25-34
575,KOL_575,PH,beauty,32878,0.0923,0.426,0.2427,240.23,11425,1054,0.3,25-34
576,KOL_576,SG,home,4860,0.1586,0.9838,0.3363,1089.97,1491,236,0.51,25-34
577,KOL_577,ID,fmcg,791355,0.0386,0.3789,0.1698,494.25,218779,8444,0.67,18-24
578,KOL_578,PH,beauty,6966,0.1539,0.534,0.2604,171.53,1794,276,0.92,18-24
579,KOL_579,VN,fmcg,1476,0.1743,0.9266,0.3093,66.32,452,78,0.42,35+
580,KOL_580,ID,fmcg,52688,0.0577,0.4594,0.267,269.99,16248,937,0.89,18-24
581,KOL_581,SG,fmcg,73492,0.0451,0.4513,0.1978,985.66,21432,966,0.14,35+
582,KOL_582,VN,beauty,6875,0.2687,0.389,0.2781,214.48,1832,492,0.85,25-34
583,KOL_583,VN,fashion,55033,0.0602,0.4098,0.2378,235.82,18286,1100,0.86,18-24
584,KOL_584,PH,home,78389,0.1078,0.7141,0.1815,191.3,23104,2490,0.74,18-24
585,KOL_585,ID,beauty,8114,0.2413,0.7142,0.2918,438.09,2074,500,0.04,25-34
586,KOL_586,VN,beauty,76088,0.0441,0.6355,0.2252,299.17,20992,925,0.08,18-24
587,KOL_587,VN,beauty,63296,0.1286,0.5071,0.1816,335.64,21304,2739,0.3,35+
588,KOL_588,ID,fmcg,84760,0.1048,0.6184,0.1985,398.06,27258,2856,0.63,35+
589,KOL_589,MY,home,92222,0.0534,0.533,0.2226,588.71,27475,1467,0.7,35+
590,KOL_590,VN,beauty,37151,0.1107,0.9166,0.2315,408.9,12051,1334,0.36,18-24
591,KOL_591,VN,beauty,6989,0.1665,0.5565,0.3061,224.1,1956,325,0.14,25-34
592,KOL_592,VN,fashion,2860,0.2462,0.8266,0.3253,211.23,830,204,0.32,25-34
593,KOL_593,PH,beauty,65434,0.0613,0.5417,0.227,291.29,20716,1269,0.68,35+
594,KOL_594,MY,fashion,573934,0.0801,0.9618,0.2092,4088.51,173491,13896,0.09,25-34
595,KOL_595,MY,fashion,402381,0.0848,0.4153,0.1696,1876.58,113981,9665,0.52,35+
596,KOL_596,TH,fmcg,7824,0.2976,0.3924,0.2944,505.29,2616,778,0.02,18-24
597,KOL_597,SG,home,4806,0.2686,0.5351,0.3156,976.29,1603,430,0.33,35+
598,KOL_598,ID,home,79489,0.1304,0.5129,0.1972,326.42,22001,2868,0.23,25-34
599,KOL_599,ID,fashion,4228565,0.0633,0.4991,0.1212,1857.86,1206692,76383,0.18,18-24
600,KOL_600,MY,beauty,826516,0.1016,0.4129,0.2194,3485.32,281933,28644,0.13,25-34
601,KOL_601,TH,fashion,4361,0.1828,0.5219,0.2873,518.54,1366,249,0.98,35+
602,KOL_602,PH,home,1408,0.1809,0.4018,0.2656,36.46,491,88,0.98,25-34
603,KOL_603,SG,fashion,48739,0.0863,0.9608,0.26,3232.35,15806,1364,0.34,18-24
604,KOL_604,PH,fashion,15253,0.0562,0.5157,0.2246,130.0,4002,224,0.33,35+
605,KOL_605,ID,beauty,86471,0.1062,0.837,0.1884,663.13,28916,3070,0.68,18-24
606,KOL_606,MY,home,2654333,0.0299,0.7236,0.0898,1110.79,887789,26544,0.37,25-34
607,KOL_607,MY,fashion,6651,0.1947,0.912,0.3228,1031.06,2117,412,0.74,25-34
608,KOL_608,VN,fmcg,402655,0.0443,0.9284,0.134,239.49,139145,6164,0.6,18-24
609,KOL_609,SG,fmcg,8776,0.2999,0.5348,0.2588,1250.97,2613,783,0.64,25-34
610,KOL_610,ID,fashion,82851,0.0927,0.9404,0.2632,938.13,25455,2359,0.55,18-24
611,KOL_611,PH,fashion,416663,0.0832,0.6915,0.1227,523.0,104325,8679,0.15,25-34
612,KOL_612,TH,fmcg,4499070,0.0516,0.7661,0.0679,1625.96,1485395,76646,0.64,18-24
613,KOL_613,TH,fmcg,5541,0.2267,0.7192,0.3066,523.27,1649,373,0.63,25-34
614,KOL_614,TH,fashion,4432119,0.0273,0.7027,0.1082,2791.81,1184647,32340,0.32,35+
615,KOL_615,TH,beauty,3675,0.106,0.7454,0.279,399.66,1190,126,0.64,18-24
616,KOL_616,SG,home,92317,0.0528,0.8268,0.2672,1996.54,28012,1479,0.27,35+
617,KOL_617,ID,home,22561,0.0944,0.4006,0.2173,144.1,7626,719,0.41,18-24
618,KOL_618,SG,beauty,3532,0.2206,0.8566,0.2917,1448.84,922,203,0.12,18-24
619,KOL_619,PH,home,602812,0.0575,0.3973,0.1372,218.46,170670,9813,0.03,18-24
620,KOL_620,MY,fmcg,3332,0.2239,0.4469,0.3191,332.58,890,199,0.08,25-34
621,KOL_621,SG,beauty,144583,0.0376,0.7619,0.1669,2065.06,40290,1514,0.04,25-34
622,KOL_622,ID,fashion,22648,0.1419,0.4438,0.2471,391.38,5781,820,0.09,35+
623,KOL_623,VN,fashion,707914,0.0488,0.6504,0.1705,687.9,185936,9073,0.1,35+
624,KOL_624,SG,beauty,654528,0.041,0.4973,0.2174,4828.51,170099,6974,0.92,35+
625,KOL_625,MY,fashion,597776,0.0571,0.6078,0.2035,2724.23,174322,9953,0.42,35+
626,KOL_626,SG,fashion,2848,0.2382,0.6261,0.2996,1207.53,896,213,0.7,35+
627,KOL_627,SG,home,20780,0.0673,0.4985,0.2487,772.9,7013,471,0.23,25-34
628,KOL_628,PH,home,8011,0.12,0.8887,0.2679,106.25,2693,323,0.49,18-24
629,KOL_629,PH,beauty,9563,0.2029,0.4004,0.3241,248.69,3303,670,0.98,18-24
630,KOL_630,MY,fashion,4261,0.1725,0.9935,0.3338,838.37,1436,247,0.5,35+
631,KOL_631,PH,home,722488,0.0534,0.7507,0.1676,387.01,233633,12476,0.99,35+
632,KOL_632,VN,fashion,8448,0.1125,0.6481,0.253,169.0,2867,322,0.05,18-24
633,KOL_633,ID,home,13506,0.1418,0.7754,0.2422,211.9,3573,506,0.76,35+
634,KOL_634,PH,fmcg,904858,0.0638,0.5055,0.1705,521.2,297313,18968,0.34,35+
635,KOL_635,PH,home,14141,0.166,0.3834,0.2653,107.99,4441,737,0.46,18-24
636,KOL_636,TH,fmcg,5965,0.249,0.6015,0.2987,506.93,1603,399,0.57,25-34
637,KOL_637,ID,beauty,99833,0.0984,0.6936,0.2191,726.09,33063,3253,0.59,25-34
638,KOL_638,SG,beauty,56237,0.1163,0.343,0.1928,1755.66,17061,1984,0.35,35+
639,KOL_639,TH,fmcg,91940,0.0682,0.5416,0.2151,711.75,26986,1840,0.25,35+
640,KOL_640,TH,fashion,2391,0.2453,0.5134,0.252,386.97,681,167,0.04,35+
641,KOL_641,PH,beauty,695643,0.0645,0.3143,0.2186,714.64,223420,14410,0.57,25-34
642,KOL_642,SG,home,74010,0.0537,0.5352,0.1967,1067.72,20956,1125,0.36,25-34
643,KOL_643,MY,home,2234,0.271,0.5011,0.3496,314.33,661,179,0.8,35+
644,KOL_644,TH,beauty,22053,0.1217,0.7143,0.2366,870.87,7688,935,0.48,18-24
645,KOL_645,PH,home,2256,0.2166,0.8629,0.27,75.22,666,144,0.25,35+
646,KOL_646,ID,fmcg,81770,0.0512,0.7923,0.2013,313.69,28324,1450,0.82,25-34
647,KOL_647,SG,beauty,9728,0.2895,0.9348,0.3022,2981.09,2805,812,0.46,18-24
648,KOL_648,MY,fashion,5919,0.2616,0.9021,0.3346,1162.33,1753,458,0.82,35+
649,KOL_649,ID,home,4868,0.1602,0.4343,0.2964,123.84,1503,240,0.99,25-34
650,KOL_650,TH,fashion,14850,0.058,0.3204,0.2444,359.27,3799,220,0.96,25-34
651,KOL_651,MY,fmcg,158015,0.0789,0.7211,0.2097,1134.97,50508,3985,0.66,18-24
652,KOL_652,MY,home,3302,0.1503,0.6502,0.2996,277.8,871,130,0.24,18-24
653,KOL_653,VN,fashion,428635,0.0544,0.573,0.2136,664.52,121446,6606,0.14,18-24
654,KOL_654,PH,home,5498,0.174,0.7126,0.32,113.37,1490,259,0.32,25-34
655,KOL_655,TH,fmcg,42289,0.1626,0.9559,0.2516,1158.21,13096,2129,0.02,35+
656,KOL_656,SG,fmcg,1895,0.2588,0.4678,0.2809,548.16,653,168,0.36,35+
657,KOL_657,PH,home,4872,0.2624,0.9369,0.2801,131.53,1697,445,0.82,18-24
658,KOL_658,VN,fmcg,3625,0.2943,0.9156,0.3289,142.76,1046,307,0.87,25-34
659,KOL_659,MY,fashion,64127,0.1348,0.5957,0.2498,1666.02,20179,2720,0.07,25-34
660,KOL_660,MY,fashion,81791,0.1195,0.3191,0.243,1261.43,26928,3217,0.64,18-24
661,KOL_661,ID,fashion,92352,0.0753,0.3776,0.2647,568.87,29810,2244,0.79,25-34
662,KOL_662,TH,fashion,27499,0.0725,0.8787,0.1884,697.8,8380,607,0.18,25-34
663,KOL_663,VN,fashion,698098,0.0519,0.9462,0.2107,1050.0,235135,12203,0.2,35+
664,KOL_664,MY,home,152202,0.0568,0.4821,0.137,456.55,47343,2689,0.12,35+
665,KOL_665,ID,fashion,69468,0.1308,0.4571,0.2746,742.25,24030,3143,0.78,25-34
666,KOL_666,TH,fashion,60079,0.0601,0.7201,0.2218,1000.77,18366,1103,0.79,18-24
667,KOL_667,SG,fmcg,5289,0.1449,0.4738,0.2586,634.91,1802,261,0.13,25-34
668,KOL_668,VN,home,2667466,0.0651,0.7959,0.0573,278.2,697669,45418,0.05,18-24
669,KOL_669,SG,beauty,56439,0.1694,0.977,0.1805,3354.05,18243,3090,0.62,25-34
670,KOL_670,SG,fashion,3815477,0.0482,0.6917,0.076,5300.92,1217978,58706,0.49,25-34
671,KOL_671,TH,beauty,238328,0.0386,0.6031,0.1513,947.35,63772,2461,0.5,25-34
672,KOL_672,TH,home,66372,0.0792,0.7291,0.2236,696.66,17944,1421,0.32,25-34
673,KOL_673,PH,beauty,258613,0.0776,0.7457,0.1389,467.77,66441,5155,0.23,18-24
674,KOL_674,PH,beauty,31437,0.1154,0.9966,0.2242,371.14,10764,1242,0.56,25-34
675,KOL_675,ID,fashion,29405,0.0471,0.9077,0.255,379.2,8468,398,0.56,35+
676,KOL_676,ID,fmcg,86486,0.1275,0.8368,0.272,706.94,25654,3270,0.77,35+
677,KOL_677,PH,home,6384,0.1109,0.7764,0.309,98.3,1704,188,0.84,18-24
678,KOL_678,TH,beauty,8540,0.2789,0.6178,0.2829,912.3,2179,607,0.66,25-34
679,KOL_679,TH,beauty,3118,0.123,0.7506,0.3244,462.68,1060,130,0.95,25-34
680,KOL_680,MY,beauty,5180,0.1545,0.9059,0.3352,769.99,1461,225,0.39,25-34
681,KOL_681,TH,fashion,3525,0.1238,0.6027,0.2859,410.28,930,115,0.83,35+
682,KOL_682,PH,beauty,8298,0.2751,0.6941,0.3256,356.82,2452,674,0.61,25-34
683,KOL_683,ID,fashion,22182,0.0423,0.6245,0.2731,277.25,7704,325,0.63,35+
684,KOL_684,ID,fashion,8671,0.2104,0.6343,0.3184,454.27,2475,520,0.84,35+
685,KOL_685,MY,fmcg,84519,0.0395,0.3316,0.2213,420.28,28742,1135,0.66,35+
686,KOL_686,MY,fmcg,472725,0.0418,0.6524,0.138,894.39,130122,5439,0.84,18-24
687,KOL_687,PH,home,5876,0.1737,0.8301,0.2841,112.21,1660,288,0.21,18-24
688,KOL_688,MY,beauty,89174,0.0721,0.6037,0.2195,1166.65,22511,1623,0.17,25-34
689,KOL_689,PH,home,63096,0.1545,0.7213,0.2418,275.12,20826,3217,0.36,35+
690,KOL_690,MY,fashion,3831585,0.0411,0.3876,0.0612,1405.26,966224,39711,0.7,18-24
691,KOL_691,VN,fashion,319394,0.0569,0.4692,0.1286,319.64,105071,5978,0.46,25-34
692,KOL_692,PH,fmcg,25264,0.0522,0.7918,0.182,105.24,8157,425,0.59,18-24
693,KOL_693,VN,fmcg,7418,0.0939,0.7413,0.3479,109.79,2362,221,0.74,35+
694,KOL_694,VN,fmcg,48112,0.0427,0.6593,0.2032,103.86,12525,534,0.53,25-34
695,KOL_695,PH,beauty,82516,0.0525,0.592,0.2295,319.96,26310,1381,0.45,25-34
696,KOL_696,SG,fashion,5718,0.243,0.6067,0.3088,1753.34,1777,431,0.92,35+
697,KOL_697,PH,home,27191,0.1463,0.5733,0.2596,168.21,7461,1091,0.62,25-34
698,KOL_698,SG,fmcg,21297,0.1008,0.4396,0.1901,752.44,7028,708,0.94,25-34
699,KOL_699,TH,home,4431,0.243,0.5512,0.3177,389.51,1197,290,0.83,35+
700,KOL_700,SG,fashion,2043,0.1481,0.4587,0.2986,687.93,597,88,0.78,18-24
701,KOL_701,SG,beauty,684081,0.0436,0.7831,0.1906,5600.35,228406,9958,0.8,18-24
702,KOL_702,SG,beauty,4278488,0.0614,0.9632,0.1007,9738.64,1157202,71052,0.63,18-24
703,KOL_703,PH,beauty,264661,0.086,0.8334,0.1354,513.38,78083,6715,0.33,18-24
704,KOL_704,ID,fmcg,4307,0.1831,0.8383,0.2841,197.65,1335,244,0.17,25-34
705,KOL_705,SG,fmcg,7799,0.1806,0.4061,0.3287,1012.89,2091,377,0.8,25-34
706,KOL_706,MY,fmcg,581038,0.0971,0.7775,0.1346,1609.2,145911,14167,0.72,35+
707,KOL_707,PH,beauty,188897,0.0521,0.8407,0.1593,398.9,48440,2523,0.66,35+
708,KOL_708,SG,home,1947,0.3,0.8593,0.2919,769.73,661,198,0.7,25-34
709,KOL_709,SG,fashion,51116,0.1193,0.4958,0.25,2688.41,16434,1960,0.64,35+
710,KOL_710,VN,fmcg,91027,0.1183,0.9214,0.2575,356.22,27697,3276,0.08,35+
711,KOL_711,SG,home,3064,0.2066,0.4496,0.3021,599.86,847,174,0.02,35+
712,KOL_712,SG,beauty,41632,0.1238,0.5959,0.2532,2697.87,13463,1666,0.26,35+
713,KOL_713,SG,beauty,1782,0.2846,0.6141,0.2953,1001.96,505,143,0.81,35+
714,KOL_714,TH,home,92279,0.1249,0.4637,0.2467,907.67,25363,3167,0.71,35+
715,KOL_715,TH,fmcg,23792,0.0779,0.876,0.1898,434.24,7691,599,0.83,18-24
716,KOL_716,TH,fmcg,7961,0.2757,0.6123,0.3088,642.79,2521,695,0.78,25-34
717,KOL_717,PH,fmcg,93422,0.085,0.9517,0.2624,408.2,25719,2186,0.51,25-34
718,KOL_718,VN,fashion,26958,0.1471,0.6704,0.2255,312.94,6873,1011,0.75,35+
719,KOL_719,SG,home,2945,0.2143,0.3846,0.254,465.77,814,174,0.12,25-34
720,KOL_720,SG,fmcg,2271965,0.0323,0.4,0.0549,1211.89,647987,20929,0.89,18-24
721,KOL_721,MY,fmcg,9008,0.1018,0.3473,0.2981,303.66,2569,261,0.57,25-34
722,KOL_722,ID,fmcg,598313,0.0973,0.393,0.1962,802.92,193304,18808,0.45,35+
723,KOL_723,MY,fmcg,7711,0.1988,0.5373,0.3236,530.12,2589,514,0.09,18-24
724,KOL_724,VN,beauty,84972,0.1182,0.5162,0.2444,506.26,22638,2675,0.19,35+
725,KOL_725,SG,beauty,16930,0.1463,0.8254,0.192,1669.05,5322,778,0.18,18-24
726,KOL_726,PH,beauty,4371,0.1583,0.9214,0.3307,229.87,1403,222,0.32,35+
727,KOL_727,SG,home,1381,0.1519,0.3168,0.2882,276.54,368,55,0.11,18-24
728,KOL_728,TH,fmcg,47401,0.0517,0.3627,0.2479,419.67,12332,637,0.61,25-34
729,KOL_729,TH,home,1958,0.1404,0.3997,0.2876,151.73,520,73,0.05,18-24
730,KOL_730,MY,home,714497,0.0467,0.6531,0.1261,960.88,239550,11186,0.55,18-24
731,KOL_731,SG,beauty,63411,0.1233,0.313,0.2046,1946.05,20397,2514,0.65,18-24
732,KOL_732,ID,home,7664,0.2089,0.6503,0.304,222.69,2088,436,0.78,35+
733,KOL_733,SG,home,4823078,0.046,0.8689,0.1153,5958.22,1293526,59502,0.0,25-34
734,KOL_734,VN,fashion,5110,0.2583,0.546,0.3085,222.9,1539,397,0.28,18-24
735,KOL_735,ID,home,83804,0.0418,0.7889,0.2678,319.61,24405,1020,0.61,25-34
736,KOL_736,TH,fashion,459280,0.0852,0.7954,0.1862,2906.9,135898,11578,0.34,25-34
737,KOL_737,MY,fmcg,2377650,0.0222,0.7525,0.0504,573.36,596923,13251,0.67,25-34
738,KOL_738,VN,beauty,74091,0.1253,0.8511,0.2339,598.14,25834,3237,0.83,35+
739,KOL_739,TH,fmcg,26176,0.0862,0.8792,0.1977,499.99,6578,567,0.12,25-34
740,KOL_740,VN,home,566174,0.0329,0.8309,0.1392,226.16,195039,6416,0.61,25-34
741,KOL_741,TH,fmcg,331891,0.0463,0.5541,0.2105,1102.9,96675,4476,0.01,35+
742,KOL_742,VN,fashion,5544,0.2134,0.6862,0.2565,196.71,1517,323,0.75,18-24
743,KOL_743,VN,beauty,4734,0.2952,0.492,0.3492,263.43,1538,454,0.68,35+
744,KOL_744,VN,beauty,8437,0.0982,0.7712,0.3354,243.9,2440,239,0.43,25-34
745,KOL_745,VN,fashion,9491,0.1853,0.8313,0.2547,262.12,3313,613,0.42,25-34
746,KOL_746,MY,fashion,7420,0.1215,0.7003,0.3478,812.23,2288,277,0.96,18-24
747,KOL_747,PH,fmcg,6394,0.1683,0.3677,0.3308,117.75,2205,371,0.8,25-34
748,KOL_748,MY,home,359160,0.0346,0.5386,0.172,726.33,105305,3643,0.94,35+
749,KOL_749,MY,beauty,22539,0.1114,0.3599,0.2177,558.3,5901,657,0.78,18-24
750,KOL_750,MY,beauty,563386,0.035,0.6023,0.1759,1635.41,160173,5606,0.85,25-34
751,KOL_751,MY,fmcg,7735,0.151,0.7618,0.2884,491.05,2372,358,0.88,35+
752,KOL_752,MY,beauty,1425,0.181,0.4347,0.3095,279.61,373,67,0.59,18-24
753,KOL_753,VN,fmcg,232102,0.0692,0.5947,0.1386,188.12,62536,4327,0.8,18-24
754,KOL_754,SG,fashion,8140,0.2118,0.5504,0.2647,1594.63,2351,497,0.6,25-34
755,KOL_755,ID,beauty,1132,0.2132,0.4012,0.2922,115.44,308,65,0.98,35+
756,KOL_756,VN,fmcg,923409,0.0315,0.633,0.18,339.21,274255,8639,0.85,35+
757,KOL_757,MY,fmcg,3584124,0.036,0.3734,0.0719,900.84,897969,32326,0.64,35+
758,KOL_758,TH,fmcg,4492,0.1582,0.9668,0.2705,402.59,1217,192,0.83,18-24
759,KOL_759,PH,fashion,2208,0.1744,0.3997,0.3131,106.94,747,130,0.36,18-24
760,KOL_760,TH,fashion,5654,0.1504,0.8032,0.2679,619.55,1436,215,0.18,25-34
761,KOL_761,MY,home,122014,0.0786,0.7584,0.2136,940.32,35502,2790,0.46,25-34
762,KOL_762,SG,fmcg,793014,0.0423,0.8593,0.2078,4545.54,206823,8748,0.12,18-24
763,KOL_763,PH,fashion,300993,0.0712,0.5226,0.2121,617.93,100252,7137,0.62,18-24
764,KOL_764,TH,fashion,408473,0.0809,0.3373,0.2052,1916.99,140396,11358,0.89,18-24
765,KOL_765,PH,home,71691,0.1314,0.4172,0.2299,195.56,21726,2854,0.18,35+
766,KOL_766,PH,beauty,8918,0.2428,0.4878,0.2707,242.21,2437,591,0.45,18-24
767,KOL_767,TH,home,6013,0.1782,0.41,0.3051,321.86,1640,292,0.75,25-34
768,KOL_768,TH,fmcg,56081,0.0563,0.6586,0.2251,582.83,17563,988,0.41,25-34
769,KOL_769,MY,home,7264,0.1031,0.4859,0.3401,334.91,2117,218,0.84,35+
770,KOL_770,MY,home,20244,0.1426,0.3689,0.1838,309.61,5471,780,0.33,35+
771,KOL_771,ID,fashion,5959,0.2691,0.8918,0.3498,554.79,2046,550,0.91,18-24
772,KOL_772,PH,beauty,395537,0.095,0.5827,0.1672,681.1,132481,12585,0.99,18-24
773,KOL_773,SG,fmcg,338634,0.0493,0.6321,0.1923,2545.17,114897,5664,0.34,18-24
774,KOL_774,PH,fmcg,4077,0.2104,0.5924,0.3353,135.25,1035,217,0.37,35+
775,KOL_775,TH,home,420416,0.0819,0.8673,0.1425,1239.34,133003,10892,0.69,25-34
776,KOL_776,MY,fashion,824062,0.0641,0.3163,0.1354,1626.6,249301,15980,0.57,35+
777,KOL_777,PH,beauty,701756,0.1037,0.4429,0.1734,857.06,200124,20752,0.47,25-34
778,KOL_778,VN,fashion,69183,0.1038,0.42,0.1832,270.8,22939,2381,0.6,18-24
779,KOL_779,TH,beauty,2138,0.2726,0.4441,0.2955,399.66,629,171,0.52,18-24
780,KOL_780,PH,fmcg,7731,0.2044,0.3904,0.3243,144.14,2331,476,0.96,18-24
781,KOL_781,ID,home,4369,0.1774,0.7654,0.3087,170.69,1349,239,0.72,25-34
782,KOL_782,SG,fashion,1121,0.2934,0.8772,0.3026,1005.16,352,103,0.88,25-34
783,KOL_783,PH,home,15122,0.1134,0.9167,0.25,134.49,5237,593,0.79,25-34
784,KOL_784,PH,fmcg,32954,0.0774,0.7324,0.2185,168.99,10938,846,0.18,35+
785,KOL_785,VN,home,1715,0.1644,0.4916,0.3167,48.7,446,73,0.7,35+
786,KOL_786,TH,beauty,617460,0.0634,0.3849,0.1955,2017.26,187421,11882,0.77,25-34
787,KOL_787,MY,fmcg,31605,0.0679,0.6235,0.2181,455.39,10956,743,0.4,18-24
788,KOL_788,VN,fmcg,1175,0.1595,0.3955,0.2985,35.69,302,48,0.08,35+
789,KOL_789,ID,beauty,8171,0.1404,0.8891,0.3107,398.38,2224,312,0.29,35+
790,KOL_790,ID,fmcg,32079,0.0524,0.7742,0.2158,210.63,8907,466,0.71,35+
791,KOL_791,VN,beauty,67941,0.1284,0.8681,0.2191,548.51,19510,2505,0.44,35+
792,KOL_792,ID,fashion,7183,0.286,0.5623,0.2591,369.32,2226,636,0.03,18-24
793,KOL_793,MY,fashion,4148,0.2051,0.9711,0.3224,861.31,1059,217,0.42,18-24
794,KOL_794,SG,fmcg,438355,0.0629,0.445,0.2139,3052.63,117506,7391,0.23,18-24
795,KOL_795,ID,fmcg,3844,0.1078,0.3084,0.272,83.19,1297,139,0.82,35+
796,KOL_796,SG,fmcg,15759,0.0434,0.5111,0.2783,670.37,4148,180,0.71,35+
797,KOL_797,VN,fashion,2552,0.2517,0.7874,0.2832,171.43,800,201,0.76,35+
798,KOL_798,PH,fmcg,8899,0.0971,0.9385,0.3011,153.43,2984,289,0.23,35+
799,KOL_799,TH,fashion,11742,0.0679,0.9277,0.2538,610.81,3433,233,0.62,18-24
800,KOL_800,MY,fashion,9171,0.1427,0.4431,0.3423,766.11,2905,414,0.99,25-34
801,KOL_801,MY,fmcg,53082,0.0518,0.8509,0.2448,675.89,15633,809,0.75,18-24
802,KOL_802,VN,fashion,447363,0.0492,0.3379,0.2001,464.43,126418,6219,0.61,25-34
803,KOL_803,MY,fashion,34057,0.0755,0.9089,0.1852,832.15,9094,686,0.94,18-24
804,KOL_804,MY,fmcg,9992,0.3,0.4654,0.3225,687.59,2816,844,0.16,18-24
805,KOL_805,VN,fashion,3890,0.2081,0.7035,0.2772,178.05,1219,253,0.08,25-34
806,KOL_806,PH,fashion,3748,0.1896,0.7266,0.332,207.69,1183,224,0.02,25-34
807,KOL_807,ID,fashion,20909,0.1391,0.7166,0.2057,393.86,7126,991,0.31,25-34
808,KOL_808,ID,fashion,8878,0.1019,0.6285,0.2504,250.41,3102,316,0.5,35+
809,KOL_809,TH,fmcg,7628,0.3,0.9793,0.299,803.72,2563,768,0.99,18-24
810,KOL_810,ID,fashion,15089,0.1324,0.9525,0.2563,468.91,4294,568,0.77,35+
811,KOL_811,PH,fmcg,9005,0.218,0.3404,0.3236,149.69,2499,544,0.48,25-34
812,KOL_812,SG,fmcg,98660,0.0453,0.4035,0.2744,1501.37,27079,1226,0.25,35+
813,KOL_813,VN,fmcg,96848,0.1132,0.8397,0.2198,292.88,33815,3827,0.97,18-24
814,KOL_814,VN,home,34749,0.1227,0.5988,0.2301,151.84,10870,1333,0.66,25-34
815,KOL_815,MY,home,63950,0.1384,0.9086,0.2614,1210.0,18191,2517,0.75,35+
816,KOL_816,MY,beauty,6047,0.0912,0.6442,0.3274,526.48,1939,176,0.52,35+
817,KOL_817,ID,fmcg,8060,0.1291,0.7928,0.2682,208.43,2127,274,0.45,18-24
818,KOL_818,PH,fmcg,1966,0.2732,0.4343,0.3127,85.46,650,177,0.11,35+
819,KOL_819,MY,fashion,5802,0.104,0.345,0.2978,399.35,1553,161,0.01,25-34
820,KOL_820,ID,beauty,107578,0.0832,0.3293,0.1576,343.51,35415,2946,0.99,25-34
821,KOL_821,VN,home,596220,0.0856,0.5356,0.2199,474.8,202587,17341,0.24,25-34
822,KOL_822,MY,beauty,59602,0.1225,0.9112,0.2257,1570.54,20620,2525,0.4,18-24
823,KOL_823,ID,home,3013,0.2557,0.7895,0.2952,165.29,996,254,0.51,35+
824,KOL_824,VN,home,6278,0.099,0.332,0.3178,59.62,1809,179,0.61,25-34
825,KOL_825,PH,beauty,20665,0.0886,0.959,0.2534,292.32,6369,564,0.61,35+
826,KOL_826,MY,fashion,9520,0.2988,0.8017,0.2998,1330.64,2469,737,0.3,35+
827,KOL_827,PH,fashion,4669118,0.0537,0.9685,0.0743,1007.99,1256635,67481,0.75,35+
828,KOL_828,TH,fmcg,23824,0.0935,0.4122,0.2566,441.48,6858,641,0.72,35+
829,KOL_829,VN,fmcg,97897,0.0477,0.6742,0.189,147.28,29927,1427,0.87,35+
830,KOL_830,VN,fmcg,729859,0.0329,0.9371,0.1854,386.25,239738,7887,0.81,18-24
831,KOL_831,ID,beauty,5767,0.103,0.8184,0.3073,272.02,1572,161,0.85,25-34
832,KOL_832,PH,fmcg,10220,0.0762,0.4329,0.212,69.65,2928,223,0.8,18-24
833,KOL_833,PH,home,88855,0.0926,0.3064,0.1945,132.51,27077,2507,0.84,25-34
834,KOL_834,VN,beauty,29323,0.0949,0.7657,0.2399,318.59,8595,815,0.5,35+
835,KOL_835,PH,beauty,8836,0.2069,0.504,0.3481,290.91,2550,527,0.15,35+
836,KOL_836,ID,fmcg,4687,0.2079,0.9058,0.3227,259.4,1325,275,0.98,35+
837,KOL_837,VN,fmcg,266927,0.1008,0.5362,0.219,365.32,91560,9229,0.39,18-24
